From	Entry	Reviewed	Entry Name	Protein names	Organism	Length	Gene Names (primary)
Q91YQ5	Q91YQ5	reviewed	RPN1_MOUSE	Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit 1 (Dolichyl-diphosphooligosaccharide--protein glycosyltransferase 67 kDa subunit) (Ribophorin I) (RPN-I) (Ribophorin-1)	Mus musculus (Mouse)	608	Rpn1
Q91Z31	Q91Z31	reviewed	PTBP2_MOUSE	Polypyrimidine tract-binding protein 2 (Brain-enriched polypyrimidine tract-binding protein) (Brain-enriched PTB) (Neural polypyrimidine tract-binding protein) (RRM-type RNA-binding protein brPTB)	Mus musculus (Mouse)	531	Ptbp2
Q91Z67	Q91Z67	reviewed	SRGP2_MOUSE	SLIT-ROBO Rho GTPase-activating protein 2 (srGAP2) (Formin-binding protein 2) (Formin-binding protein 27) (FBP-27)	Mus musculus (Mouse)	1071	Srgap2
Q91Z92	Q91Z92	reviewed	B3GT6_MOUSE	Beta-1,3-galactosyltransferase 6 (Beta-1,3-GalTase 6) (Beta3Gal-T6) (Beta3GalT6) (EC 2.4.1.134) (GAG GalTII) (Galactosyltransferase II) (Galactosylxylosylprotein 3-beta-galactosyltransferase) (UDP-Gal:betaGal beta 1,3-galactosyltransferase polypeptide 6)	Mus musculus (Mouse)	325	B3galt6
Q920B9	Q920B9	reviewed	SP16H_MOUSE	FACT complex subunit SPT16 (Chromatin-specific transcription elongation factor 140 kDa subunit) (FACT 140 kDa subunit) (FACTp140) (Facilitates chromatin transcription complex subunit SPT16)	Mus musculus (Mouse)	1047	Supt16h
Q920I9	Q920I9	reviewed	WDR7_MOUSE	WD repeat-containing protein 7 (TGF-beta resistance-associated protein TRAG)	Mus musculus (Mouse)	1489	Wdr7
Q920L1	Q920L1	reviewed	FADS1_MOUSE	Acyl-CoA (8-3)-desaturase (EC 1.14.19.44) (Delta(5) fatty acid desaturase) (D5D) (Delta(5) desaturase) (Delta-5 desaturase) (Fatty acid desaturase 1)	Mus musculus (Mouse)	447	Fads1
Q920Q4	Q920Q4	reviewed	VPS16_MOUSE	Vacuolar protein sorting-associated protein 16 homolog (mVPS16)	Mus musculus (Mouse)	839	Vps16
Q921F2	Q921F2	reviewed	TADBP_MOUSE	TAR DNA-binding protein 43 (TDP-43)	Mus musculus (Mouse)	414	Tardbp
Q921F4	Q921F4	reviewed	HNRLL_MOUSE	Heterogeneous nuclear ribonucleoprotein L-like	Mus musculus (Mouse)	591	Hnrnpll
Q921M4	Q921M4	reviewed	GOGA2_MOUSE	Golgin subfamily A member 2 (130 kDa cis-Golgi matrix protein) (GM130)	Mus musculus (Mouse)	999	Golga2
Q922B2	Q922B2	reviewed	SYDC_MOUSE	Aspartate--tRNA ligase, cytoplasmic (EC 6.1.1.12) (Aspartyl-tRNA synthetase) (AspRS)	Mus musculus (Mouse)	501	Dars1
Q922F4	Q922F4	reviewed	TBB6_MOUSE	Tubulin beta-6 chain	Mus musculus (Mouse)	447	Tubb6
Q922K7	Q922K7	reviewed	NOP2_MOUSE	28S rRNA (cytosine-C(5))-methyltransferase (EC 2.1.1.-) (Nucleolar protein 1) (Nucleolar protein 2 homolog) (Proliferating-cell nucleolar antigen p120) (Proliferation-associated nucleolar protein p120)	Mus musculus (Mouse)	793	Nop2
Q922Q2	Q922Q2	reviewed	RIOK1_MOUSE	Serine/threonine-protein kinase RIO1 (EC 2.7.11.1) (EC 3.6.3.-) (RIO kinase 1)	Mus musculus (Mouse)	567	Riok1
Q923D5	Q923D5	reviewed	WBP11_MOUSE	WW domain-binding protein 11 (WBP-11) (Splicing factor that interacts with PQBP-1 and PP1)	Mus musculus (Mouse)	641	Wbp11
Q923T9	Q923T9	reviewed	KCC2G_MOUSE	Calcium/calmodulin-dependent protein kinase type II subunit gamma (CaM kinase II subunit gamma) (CaMK-II subunit gamma) (EC 2.7.11.17)	Mus musculus (Mouse)	529	Camk2g
Q924C1	Q924C1	reviewed	XPO5_MOUSE	Exportin-5 (Exp5) (Ran-binding protein 21)	Mus musculus (Mouse)	1204	Xpo5
Q99104	Q99104	reviewed	MYO5A_MOUSE	Unconventional myosin-Va (Dilute myosin heavy chain, non-muscle)	Mus musculus (Mouse)	1853	Myo5a
Q99J45	Q99J45	reviewed	NRBP_MOUSE	Nuclear receptor-binding protein (HLS7-interacting protein kinase) (MLF1 adapter molecule)	Mus musculus (Mouse)	535	Nrbp1
Q99JF8	Q99JF8	reviewed	PSIP1_MOUSE	PC4 and SFRS1-interacting protein (Lens epithelium-derived growth factor) (mLEDGF)	Mus musculus (Mouse)	528	Psip1
Q99JX4	Q99JX4	reviewed	EIF3M_MOUSE	Eukaryotic translation initiation factor 3 subunit M (eIF3m) (PCI domain-containing protein 1)	Mus musculus (Mouse)	374	Eif3m
Q99KE3	Q99KE3	reviewed	DOK4_MOUSE	Docking protein 4 (Downstream of tyrosine kinase 4)	Mus musculus (Mouse)	325	Dok4
Q99KP6	Q99KP6	reviewed	PRP19_MOUSE	Pre-mRNA-processing factor 19 (EC 2.3.2.27) (Nuclear matrix protein 200) (PRP19/PSO4 homolog) (RING-type E3 ubiquitin transferase PRP19) (Senescence evasion factor)	Mus musculus (Mouse)	504	Prpf19
Q99KX1	Q99KX1	reviewed	MLF2_MOUSE	Myeloid leukemia factor 2 (Myelodysplasia-myeloid leukemia factor 2)	Mus musculus (Mouse)	247	Mlf2
Q99LF4	Q99LF4	reviewed	RTCB_MOUSE	RNA-splicing ligase RtcB homolog (EC 6.5.1.8) (3'-phosphate/5'-hydroxy nucleic acid ligase) (Focal adhesion-associated protein) (FAAP)	Mus musculus (Mouse)	505	Rtcb
Q99LG4	Q99LG4	reviewed	TTC5_MOUSE	Tetratricopeptide repeat protein 5 (TPR repeat protein 5) (Stress-responsive activator of p300) (Protein Strap)	Mus musculus (Mouse)	440	Ttc5
Q99M28	Q99M28	reviewed	RNPS1_MOUSE	RNA-binding protein with serine-rich domain 1	Mus musculus (Mouse)	305	Rnps1
Q99ME2	Q99ME2	reviewed	WDR6_MOUSE	tRNA (34-2'-O)-methyltransferase regulator WDR6 (WD repeat-containing protein 6) (mWDR6)	Mus musculus (Mouse)	1125	Wdr6
Q99ME9	Q99ME9	reviewed	GTPB4_MOUSE	GTP-binding protein 4 (Chronic renal failure gene protein) (GTP-binding protein NGB) (Nucleolar GTP-binding protein 1)	Mus musculus (Mouse)	634	Gtpbp4
Q99NB9	Q99NB9	reviewed	SF3B1_MOUSE	Splicing factor 3B subunit 1 (Pre-mRNA-splicing factor SF3b 155 kDa subunit) (SF3b155) (Spliceosome-associated protein 155) (SAP 155)	Mus musculus (Mouse)	1304	Sf3b1
Q99NH0	Q99NH0	reviewed	ANR17_MOUSE	Ankyrin repeat domain-containing protein 17 (Ankyrin repeat domain-containing protein FOE) (Gene trap ankyrin repeat protein)	Mus musculus (Mouse)	2603	Ankrd17
Q99PG2	Q99PG2	reviewed	OGFR_MOUSE	Opioid growth factor receptor (OGFr) (Zeta-type opioid receptor)	Mus musculus (Mouse)	633	Ogfr
Q99PU8	Q99PU8	reviewed	DHX30_MOUSE	ATP-dependent RNA helicase DHX30 (EC 3.6.4.13) (DEAH box protein 30)	Mus musculus (Mouse)	1217	Dhx30
Q99PV0	Q99PV0	reviewed	PRP8_MOUSE	Pre-mRNA-processing-splicing factor 8 (Splicing factor Prp8)	Mus musculus (Mouse)	2335	Prpf8
Q9CPN8	Q9CPN8	reviewed	IF2B3_MOUSE	Insulin-like growth factor 2 mRNA-binding protein 3 (IGF2 mRNA-binding protein 3) (IMP-3) (mIMP-3) (IGF-II mRNA-binding protein 3) (VICKZ family member 3)	Mus musculus (Mouse)	579	Igf2bp3
Q9CPR4	Q9CPR4	reviewed	RL17_MOUSE	Large ribosomal subunit protein uL22 (60S ribosomal protein L17)	Mus musculus (Mouse)	184	Rpl17
Q9CPT5	Q9CPT5	reviewed	NOP16_MOUSE	Nucleolar protein 16	Mus musculus (Mouse)	178	Nop16
Q9CPU4	Q9CPU4	reviewed	MGST3_MOUSE	Glutathione S-transferase 3, mitochondrial (EC 2.5.1.-) (Glutathione peroxidase MGST3) (EC 1.11.1.-) (LTC4 synthase MGST3) (EC 4.4.1.20)	Mus musculus (Mouse)	153	Mgst3
Q9CQ69	Q9CQ69	reviewed	QCR8_MOUSE	Cytochrome b-c1 complex subunit 8 (Complex III subunit 8) (Complex III subunit VIII) (Ubiquinol-cytochrome c reductase complex 9.5 kDa protein) (Ubiquinol-cytochrome c reductase complex ubiquinone-binding protein QP-C)	Mus musculus (Mouse)	82	Uqcrq
Q9CQ80	Q9CQ80	reviewed	VPS25_MOUSE	Vacuolar protein-sorting-associated protein 25 (ESCRT-II complex subunit VPS25)	Mus musculus (Mouse)	176	Vps25
Q9CQE8	Q9CQE8	reviewed	RTRAF_MOUSE	RNA transcription, translation and transport factor protein	Mus musculus (Mouse)	244	RTRAF
Q9CQF3	Q9CQF3	reviewed	CPSF5_MOUSE	Cleavage and polyadenylation specificity factor subunit 5 (Nucleoside diphosphate-linked moiety X motif 21) (Nudix motif 21) (Nudix hydrolase 21)	Mus musculus (Mouse)	227	Nudt21
Q9CQM9	Q9CQM9	reviewed	GLRX3_MOUSE	Glutaredoxin-3 (PKC-interacting cousin of thioredoxin) (PICOT) (PKC-theta-interacting protein) (PKCq-interacting protein) (Thioredoxin-like protein 2)	Mus musculus (Mouse)	337	Glrx3
Q9CQR2	Q9CQR2	reviewed	RS21_MOUSE	Small ribosomal subunit protein eS21 (40S ribosomal protein S21)	Mus musculus (Mouse)	83	Rps21
Q9CR57	Q9CR57	reviewed	RL14_MOUSE	Large ribosomal subunit protein eL14 (60S ribosomal protein L14)	Mus musculus (Mouse)	217	Rpl14
Q9CR62	Q9CR62	reviewed	M2OM_MOUSE	Mitochondrial 2-oxoglutarate/malate carrier protein (OGCP) (alpha-oxoglutarate carrier) (Solute carrier family 25 member 11) (SLC25A11)	Mus musculus (Mouse)	314	Slc25a11
Q9CRB0	Q9CRB0	reviewed	SNX24_MOUSE	Sorting nexin-24	Mus musculus (Mouse)	169	Snx24
Q9CWF2	Q9CWF2	reviewed	TBB2B_MOUSE	Tubulin beta-2B chain	Mus musculus (Mouse)	445	Tubb2b
Q9CWN7	Q9CWN7	reviewed	CNO11_MOUSE	CCR4-NOT transcription complex subunit 11	Mus musculus (Mouse)	505	Cnot11
Q9CWR2	Q9CWR2	reviewed	SMYD3_MOUSE	Histone-lysine N-methyltransferase SMYD3 (EC 2.1.1.354) (SET and MYND domain-containing protein 3) (Zinc finger MYND domain-containing protein 1)	Mus musculus (Mouse)	428	Smyd3
Q9CX86	Q9CX86	reviewed	ROA0_MOUSE	Heterogeneous nuclear ribonucleoprotein A0 (hnRNP A0)	Mus musculus (Mouse)	305	Hnrnpa0
Q9CXK8	Q9CXK8	reviewed	NIP7_MOUSE	60S ribosome subunit biogenesis protein NIP7 homolog (Nucleolar pre-rRNA processing protein NIP7) (PEachy) (kDa93)	Mus musculus (Mouse)	180	Nip7
Q9CXW4	Q9CXW4	reviewed	RL11_MOUSE	Large ribosomal subunit protein uL5 (60S ribosomal protein L11)	Mus musculus (Mouse)	178	Rpl11
Q9CXY6	Q9CXY6	reviewed	ILF2_MOUSE	Interleukin enhancer-binding factor 2 (Nuclear factor of activated T-cells 45 kDa)	Mus musculus (Mouse)	390	Ilf2
Q9CY58	Q9CY58	reviewed	SERB1_MOUSE	SERPINE1 mRNA-binding protein 1 (PAI1 RNA-binding protein 1) (PAI-RBP1) (Plasminogen activator inhibitor 1 RNA-binding protein)	Mus musculus (Mouse)	407	Serbp1
Q9CYI4	Q9CYI4	reviewed	LUC7L_MOUSE	Putative RNA-binding protein Luc7-like 1	Mus musculus (Mouse)	371	Luc7l
Q9CZM2	Q9CZM2	reviewed	RL15_MOUSE	Large ribosomal subunit protein eL15 (60S ribosomal protein L15)	Mus musculus (Mouse)	204	Rpl15
Q9CZX0	Q9CZX0	reviewed	ELP3_MOUSE	Elongator complex protein 3 (EC 2.3.1.311) (tRNA uridine(34) acetyltransferase)	Mus musculus (Mouse)	547	Elp3
Q9CZX8	Q9CZX8	reviewed	RS19_MOUSE	Small ribosomal subunit protein eS19 (40S ribosomal protein S19)	Mus musculus (Mouse)	145	Rps19
Q9D071	Q9D071	reviewed	MMS19_MOUSE	MMS19 nucleotide excision repair protein homolog (MET18 homolog) (MMS19-like protein)	Mus musculus (Mouse)	1031	Mms19
Q9D0E1	Q9D0E1	reviewed	HNRPM_MOUSE	Heterogeneous nuclear ribonucleoprotein M (hnRNP M)	Mus musculus (Mouse)	729	Hnrnpm
Q9D0F3	Q9D0F3	reviewed	LMAN1_MOUSE	Protein ERGIC-53 (ER-Golgi intermediate compartment 53 kDa protein) (Lectin mannose-binding 1) (p58)	Mus musculus (Mouse)	517	Lman1
Q9D0I8	Q9D0I8	reviewed	MRT4_MOUSE	mRNA turnover protein 4 homolog (Ribosome assembly factor Mrto4)	Mus musculus (Mouse)	239	Mrto4
Q9D0I9	Q9D0I9	reviewed	SYRC_MOUSE	Arginine--tRNA ligase, cytoplasmic (EC 6.1.1.19) (Arginyl-tRNA synthetase) (ArgRS)	Mus musculus (Mouse)	660	Rars1
Q9D0R2	Q9D0R2	reviewed	SYTC_MOUSE	Threonine--tRNA ligase 1, cytoplasmic (EC 6.1.1.3) (Threonine--tRNA ligase, cytoplasmic) (Threonyl-tRNA synthetase) (ThrRS) (Threonyl-tRNA synthetase 1)	Mus musculus (Mouse)	722	Tars1
Q9D1M4	Q9D1M4	reviewed	MCA3_MOUSE	Eukaryotic translation elongation factor 1 epsilon-1 (Elongation factor p18) (Multisynthase complex auxiliary component p18)	Mus musculus (Mouse)	174	Eef1e1
Q9D1R9	Q9D1R9	reviewed	RL34_MOUSE	Large ribosomal subunit protein eL34 (60S ribosomal protein L34)	Mus musculus (Mouse)	117	Rpl34
Q9D2R0	Q9D2R0	reviewed	AACS_MOUSE	Acetoacetyl-CoA synthetase (EC 6.2.1.16)	Mus musculus (Mouse)	672	Aacs
Q9D2U5	Q9D2U5	reviewed	NAA38_MOUSE	N-alpha-acetyltransferase 38, NatC auxiliary subunit (LSM domain-containing protein 1)	Mus musculus (Mouse)	125	Naa38
Q9D394	Q9D394	reviewed	RUFY3_MOUSE	Protein RUFY3 (Rap2-interacting protein x) (RIPx) (Single axon-regulated protein 1) (Singar1)	Mus musculus (Mouse)	469	Rufy3
Q9D454	Q9D454	reviewed	CX049_MOUSE	Uncharacterized protein CXorf49 homolog	Mus musculus (Mouse)	513	
Q9D4H1	Q9D4H1	reviewed	EXOC2_MOUSE	Exocyst complex component 2 (Exocyst complex component Sec5)	Mus musculus (Mouse)	924	Exoc2
Q9D6F9	Q9D6F9	reviewed	TBB4A_MOUSE	Tubulin beta-4A chain (Tubulin beta-4 chain)	Mus musculus (Mouse)	444	Tubb4a
Q9D6N5	Q9D6N5	reviewed	NC2A_MOUSE	Dr1-associated corepressor (Dr1-associated protein 1) (Negative cofactor 2-alpha) (NC2-alpha)	Mus musculus (Mouse)	205	Drap1
Q9D6Z1	Q9D6Z1	reviewed	NOP56_MOUSE	Nucleolar protein 56 (Nucleolar protein 5A)	Mus musculus (Mouse)	580	Nop56
Q9D7H3	Q9D7H3	reviewed	RTCA_MOUSE	RNA 3'-terminal phosphate cyclase (RNA cyclase) (RNA-3'-phosphate cyclase) (EC 6.5.1.4) (RNA terminal phosphate cyclase domain-containing protein 1)	Mus musculus (Mouse)	366	RtcA
Q9D7S7	Q9D7S7	reviewed	RL22L_MOUSE	Ribosomal protein eL22-like 1 (60S ribosomal protein L22-like 1) (Large ribosomal subunit protein eL22-like 1)	Mus musculus (Mouse)	122	Rpl22l1
Q9D7X3	Q9D7X3	reviewed	DUS3_MOUSE	Dual specificity protein phosphatase 3 (EC 3.1.3.16) (EC 3.1.3.48) (T-DSP11) (Vaccinia H1-related phosphatase) (VHR)	Mus musculus (Mouse)	185	Dusp3
Q9D823	Q9D823	reviewed	RL37_MOUSE	Large ribosomal subunit protein eL37 (60S ribosomal protein L37)	Mus musculus (Mouse)	97	Rpl37
Q9D883	Q9D883	reviewed	U2AF1_MOUSE	Splicing factor U2AF 35 kDa subunit (U2 auxiliary factor 35 kDa subunit) (U2 snRNP auxiliary factor small subunit)	Mus musculus (Mouse)	239	U2af1
Q9D8E6	Q9D8E6	reviewed	RL4_MOUSE	Large ribosomal subunit protein uL4 (60S ribosomal protein L4)	Mus musculus (Mouse)	419	Rpl4
Q9D8N0	Q9D8N0	reviewed	EF1G_MOUSE	Elongation factor 1-gamma (EF-1-gamma) (eEF-1B gamma)	Mus musculus (Mouse)	437	Eef1g
Q9D8N2	Q9D8N2	reviewed	DEN10_MOUSE	DENN domain-containing protein 10 (Protein FAM45A)	Mus musculus (Mouse)	357	Dennd10
Q9D903	Q9D903	reviewed	EBP2_MOUSE	Probable rRNA-processing protein EBP2	Mus musculus (Mouse)	306	Ebna1bp2
Q9D9S3	Q9D9S3	reviewed	RWD2A_MOUSE	RWD domain-containing protein 2A	Mus musculus (Mouse)	292	Rwdd2a
Q9DAW6	Q9DAW6	reviewed	PRP4_MOUSE	U4/U6 small nuclear ribonucleoprotein Prp4 (U4/U6 snRNP 60 kDa protein) (WD splicing factor Prp4)	Mus musculus (Mouse)	521	Prpf4
Q9DBC7	Q9DBC7	reviewed	KAP0_MOUSE	cAMP-dependent protein kinase type I-alpha regulatory subunit [Cleaved into: cAMP-dependent protein kinase type I-alpha regulatory subunit, N-terminally processed]	Mus musculus (Mouse)	381	Prkar1a
Q9DC16	Q9DC16	reviewed	ERGI1_MOUSE	Endoplasmic reticulum-Golgi intermediate compartment protein 1 (ER-Golgi intermediate compartment 32 kDa protein) (ERGIC-32)	Mus musculus (Mouse)	290	Ergic1
Q9DCA5	Q9DCA5	reviewed	BRX1_MOUSE	Ribosome biogenesis protein BRX1 homolog (Brix domain-containing protein 2)	Mus musculus (Mouse)	353	Brix1
Q9DCH4	Q9DCH4	reviewed	EIF3F_MOUSE	Eukaryotic translation initiation factor 3 subunit F (eIF3f) (Deubiquitinating enzyme eIF3f) (EC 3.4.19.12) (Eukaryotic translation initiation factor 3 subunit 5) (eIF-3-epsilon) (eIF3 p47)	Mus musculus (Mouse)	361	Eif3f
Q9DCR2	Q9DCR2	reviewed	AP3S1_MOUSE	AP-3 complex subunit sigma-1 (AP-3 complex subunit sigma-3A) (Adaptor-related protein complex 3 subunit sigma-1) (Sigma-3A-adaptin) (Sigma3A-adaptin) (Sigma-adaptin 3a)	Mus musculus (Mouse)	193	Ap3s1
Q9EP89	Q9EP89	reviewed	LACTB_MOUSE	Serine beta-lactamase-like protein LACTB, mitochondrial (EC 3.4.-.-)	Mus musculus (Mouse)	551	Lactb
Q9EPN1	Q9EPN1	reviewed	NBEA_MOUSE	Neurobeachin (Lysosomal-trafficking regulator 2)	Mus musculus (Mouse)	2936	Nbea
Q9EPU0	Q9EPU0	reviewed	RENT1_MOUSE	Regulator of nonsense transcripts 1 (EC 3.6.4.12) (EC 3.6.4.13) (ATP-dependent helicase RENT1) (Nonsense mRNA reducing factor 1) (NORF1) (Up-frameshift suppressor 1 homolog) (mUpf1)	Mus musculus (Mouse)	1124	Upf1
Q9EQQ9	Q9EQQ9	reviewed	OGA_MOUSE	Protein O-GlcNAcase (OGA) (EC 3.2.1.169) (Beta-N-acetylhexosaminidase) (Beta-hexosaminidase) (Bifunctional protein NCOAT) (Meningioma-expressed antigen 5) (N-acetyl-beta-D-glucosaminidase) (N-acetyl-beta-glucosaminidase)	Mus musculus (Mouse)	916	Oga
Q9ER64	Q9ER64	reviewed	OSBL5_MOUSE	Oxysterol-binding protein-related protein 5 (ORP-5) (OSBP-related protein 5) (Oxysterol-binding protein homolog 1)	Mus musculus (Mouse)	874	Osbpl5
Q9ERB0	Q9ERB0	reviewed	SNP29_MOUSE	Synaptosomal-associated protein 29 (SNAP-29) (Golgi SNARE of 32 kDa) (Gs32) (Soluble 29 kDa NSF attachment protein) (Vesicle-membrane fusion protein SNAP-29)	Mus musculus (Mouse)	260	Snap29
Q9ERD7	Q9ERD7	reviewed	TBB3_MOUSE	Tubulin beta-3 chain	Mus musculus (Mouse)	450	Tubb3
Q9ERL9	Q9ERL9	reviewed	GCYA1_MOUSE	Guanylate cyclase soluble subunit alpha-1 (GCS-alpha-1) (EC 4.6.1.2) (Guanylate cyclase soluble subunit alpha-3) (GCS-alpha-3) (Soluble guanylate cyclase large subunit)	Mus musculus (Mouse)	691	Gucy1a1
Q9ES28	Q9ES28	reviewed	ARHG7_MOUSE	Rho guanine nucleotide exchange factor 7 (Beta-Pix) (PAK-interacting exchange factor beta) (p85SPR)	Mus musculus (Mouse)	862	Arhgef7
Q9ESN6	Q9ESN6	reviewed	TRIM2_MOUSE	Tripartite motif-containing protein 2 (EC 2.3.2.27) (E3 ubiquitin-protein ligase TRIM2) (Neural activity-related RING finger protein) (RING-type E3 ubiquitin transferase TRIM2)	Mus musculus (Mouse)	744	Trim2
Q9EST3	Q9EST3	reviewed	4ET_MOUSE	Eukaryotic translation initiation factor 4E transporter (4E-T) (eIF4E transporter) (CD40 ligand-activated specific transcript 4) (Eukaryotic translation initiation factor 4E nuclear import factor 1)	Mus musculus (Mouse)	983	Eif4enif1
Q9ESX5	Q9ESX5	reviewed	DKC1_MOUSE	H/ACA ribonucleoprotein complex subunit DKC1 (EC 5.4.99.-) (Dyskerin) (Nopp140-associated protein of 57 kDa) (Nucleolar protein NAP57) (Nucleolar protein family A member 4) (snoRNP protein DKC1)	Mus musculus (Mouse)	509	Dkc1
Q9JHU4	Q9JHU4	reviewed	DYHC1_MOUSE	Cytoplasmic dynein 1 heavy chain 1 (Cytoplasmic dynein heavy chain 1) (Dynein heavy chain, cytosolic)	Mus musculus (Mouse)	4644	Dync1h1
Q9JIF7	Q9JIF7	reviewed	COPB_MOUSE	Coatomer subunit beta (Beta-coat protein) (Beta-COP)	Mus musculus (Mouse)	953	Copb1
Q9JIK5	Q9JIK5	reviewed	DDX21_MOUSE	Nucleolar RNA helicase 2 (EC 3.6.4.13) (DEAD box protein 21) (Gu-alpha) (Nucleolar RNA helicase Gu) (Nucleolar RNA helicase II) (RH II/Gu)	Mus musculus (Mouse)	851	Ddx21
Q9JJ43	Q9JJ43	reviewed	RFOX1_MOUSE	RNA binding protein fox-1 homolog 1 (Ataxin-2-binding protein 1) (Fox-1 homolog A)	Mus musculus (Mouse)	396	Rbfox1
Q9JJ80	Q9JJ80	reviewed	RPF2_MOUSE	Ribosome production factor 2 homolog (Brix domain-containing protein 1) (Ribosome biogenesis protein RPF2 homolog)	Mus musculus (Mouse)	306	Rpf2
Q9JJI8	Q9JJI8	reviewed	RL38_MOUSE	Large ribosomal subunit protein eL38 (60S ribosomal protein L38)	Mus musculus (Mouse)	70	Rpl38
Q9JJZ2	Q9JJZ2	reviewed	TBA8_MOUSE	Tubulin alpha-8 chain (EC 3.6.5.-) (Alpha-tubulin 8) [Cleaved into: Dephenylalaninated tubulin alpha-8 chain]	Mus musculus (Mouse)	449	Tuba8
Q9JKC8	Q9JKC8	reviewed	AP3M1_MOUSE	AP-3 complex subunit mu-1 (AP-3 adaptor complex mu3A subunit) (Adaptor-related protein complex 3 subunit mu-1) (Mu-adaptin 3A) (Mu3A-adaptin)	Mus musculus (Mouse)	418	Ap3m1
Q9JKN6	Q9JKN6	reviewed	NOVA1_MOUSE	RNA-binding protein Nova-1 (Neuro-oncological ventral antigen 1) (Ventral neuron-specific protein 1)	Mus musculus (Mouse)	507	Nova1
Q9JLM8	Q9JLM8	reviewed	DCLK1_MOUSE	Serine/threonine-protein kinase DCLK1 (EC 2.7.11.1) (Doublecortin-like and CAM kinase-like 1) (Doublecortin-like kinase 1)	Mus musculus (Mouse)	756	Dclk1
Q9JM52	Q9JM52	reviewed	MINK1_MOUSE	Misshapen-like kinase 1 (EC 2.7.11.1) (GCK family kinase MiNK) (MAPK/ERK kinase kinase kinase 6) (MEK kinase kinase 6) (MEKKK 6) (Misshapen/NIK-related kinase) (Mitogen-activated protein kinase kinase kinase kinase 6)	Mus musculus (Mouse)	1308	Mink1
Q9JME5	Q9JME5	reviewed	AP3B2_MOUSE	AP-3 complex subunit beta-2 (Adaptor protein complex AP-3 subunit beta-2) (Adaptor-related protein complex 3 subunit beta-2) (Beta-3B-adaptin) (Clathrin assembly protein complex 3 beta-2 large chain)	Mus musculus (Mouse)	1082	Ap3b2
Q9QUG9	Q9QUG9	reviewed	GRP2_MOUSE	RAS guanyl-releasing protein 2 (Calcium and DAG-regulated guanine nucleotide exchange factor I) (CalDAG-GEFI) (F25B3.3 kinase-like protein)	Mus musculus (Mouse)	608	Rasgrp2
Q9QWI6	Q9QWI6	reviewed	SRCN1_MOUSE	SRC kinase signaling inhibitor 1 (SNAP-25-interacting protein) (SNIP) (p130Cas-associated protein) (p140Cap)	Mus musculus (Mouse)	1250	Srcin1
Q9QXJ4	Q9QXJ4	reviewed	ARL10_MOUSE	ADP-ribosylation factor-like protein 10 (ADP-ribosylation factor-like membrane-associated protein)	Mus musculus (Mouse)	243	Arl10
Q9QXK3	Q9QXK3	reviewed	COPG2_MOUSE	Coatomer subunit gamma-2 (Gamma-2-coat protein) (Gamma-2-COP)	Mus musculus (Mouse)	871	Copg2
Q9QYF1	Q9QYF1	reviewed	RDH11_MOUSE	Retinol dehydrogenase 11 (EC 1.1.1.300) (Androgen-regulated short-chain dehydrogenase/reductase 1) (Cell line MC/9.IL4-derived protein 1) (M42C60) (Prostate short-chain dehydrogenase/reductase 1) (Retinal reductase 1) (RalR1) (Short-chain aldehyde dehydrogenase) (SCALD)	Mus musculus (Mouse)	316	Rdh11
Q9QYH6	Q9QYH6	reviewed	MAGD1_MOUSE	Melanoma-associated antigen D1 (Dlxin-1) (MAGE-D1 antigen) (Neurotrophin receptor-interacting MAGE homolog)	Mus musculus (Mouse)	775	Maged1
Q9QYK9	Q9QYK9	reviewed	KCC1B_MOUSE	Calcium/calmodulin-dependent protein kinase type 1B (EC 2.7.11.17) (CaM kinase I beta) (CaM kinase IB) (CaM-KI beta) (CaMKI-beta) (Pregnancy up-regulated non-ubiquitously-expressed CaM kinase homolog)	Mus musculus (Mouse)	343	Pnck
Q9QZD9	Q9QZD9	reviewed	EIF3I_MOUSE	Eukaryotic translation initiation factor 3 subunit I (eIF3i) (Eukaryotic translation initiation factor 3 subunit 2) (TGF-beta receptor-interacting protein 1) (TRIP-1) (eIF-3-beta) (eIF3 p36)	Mus musculus (Mouse)	325	Eif3i
Q9QZE5	Q9QZE5	reviewed	COPG1_MOUSE	Coatomer subunit gamma-1 (Gamma-1-coat protein) (Gamma-1-COP)	Mus musculus (Mouse)	874	Copg1
Q9R0Q7	Q9R0Q7	reviewed	TEBP_MOUSE	Prostaglandin E synthase 3 (EC 5.3.99.3) (Cytosolic prostaglandin E2 synthase) (cPGES) (Hsp90 co-chaperone) (Progesterone receptor complex p23) (Sid 3177) (Telomerase-binding protein p23)	Mus musculus (Mouse)	160	Ptges3
Q9R0U0	Q9R0U0	reviewed	SRS10_MOUSE	Serine/arginine-rich splicing factor 10 (FUS-interacting serine-arginine-rich protein 1) (Neural-salient serine/arginine-rich protein) (Neural-specific SR protein) (Splicing factor, arginine/serine-rich 13A) (TLS-associated protein with Ser-Arg repeats) (TASR) (TLS-associated protein with SR repeats) (TLS-associated serine-arginine protein) (TLS-associated SR protein)	Mus musculus (Mouse)	262	Srsf10
Q9R1L5	Q9R1L5	reviewed	MAST1_MOUSE	Microtubule-associated serine/threonine-protein kinase 1 (EC 2.7.11.1) (Syntrophin-associated serine/threonine-protein kinase)	Mus musculus (Mouse)	1570	Mast1
